timetocompletesurvey,Pseudonym,Geschlecht,Alter,Familienstand,Kinder,AnzahlKinder,keins,ImChoraktiv,PrivaterMusikunterricht,Stdgehört7TageHerkömmli,Stdgehört7TagePhysische,Stdgehört7TageAufIhren,Stdgehört7TageKostenlos,Stdgehört7Tagekostenpfl,Stdgehört7TageOnlineRa,Stdgehört7TageLiveMusi,WennichMusikhöremacheichni,AktiveSuchenachneuerMusik,Musikistmirimmeretwaswert,CDAlbenAusgaben30Tage,CDSinglesAusgaben30Tage,MusikDVDsBluRaysAusgaben3,VinylAlbenAusgaben30Tage,KostenpflichtigedigitaleAlbum,KostenpflichtigedigitaleTrack,DigitaleMusikAboServicesPau,SonstigedigitaleMusikAboServ,Warumamhäufigstengekauft,datetimeofsurveystart,dateoflastaccess,panel,Bildung,Beschäftigung,Haushaltseinkommen,No_Mainstream_7Likert,KonzerteLiveMusikEventsAus,FestivalsLiveMusikEventsAu,ClubKonzerteLiveMusikEvents,DeluxeBoxenMusikproduktMer,Livestream_WTP
560,3409618995920,weiblich,70,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,20,0,0,0,0,0,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Hauptschulabschluss,Sonstiges,4.501 Euro bis 5.000 Euro,5,0,0,0,0,
1173,3508052715200,männlich,40,allein lebend,nein,,not quoted,Nein,Ja,20,15,1,0,0,0,0,2,Nein,7,0,0,0,0,0,0,0,0,Sonstiges,,,3,Promotion,Selbständige/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
423,3260189851440,männlich,28,allein lebend,nein,,not quoted,Nein,Ja,5,0,1,0,0,0,0,4,Ja,3,12,0,0,0,0,0,0,0,Soundqualität,,,3,Abitur,Studierende/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,
834,3502740147520,weiblich,54,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,28,2,14,12,0,20,0,1,Ja,5,0,0,0,0,0,9,0,0,Flexibilität,,,3,Abitur,Angestellte/r,3.001 Euro bis 3.500 Euro,5,0,0,20,0,
1346,3647699371360,weiblich,37,allein lebend,nein,,quoted,Nein,Nein,0,0,4,7,0,1,0,1,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,4,0,0,0,0,
952,3825546651520,weiblich,49,allein lebend,ja,1,quoted,Nein,Nein,2,2,1,0,0,1,0,1,Nein,4,30,25,0,0,0,0,0,0,Flexibilität,,,3,Abitur,ohne Beschäftigung,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
1515,3646437259200,männlich,27,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,2,0,5,0,10,1,5,3,Ja,4,0,0,0,0,0,0,10,0,Atmosphäre,,,3,Fachhochschulreife,Studierende/r,501 Euro bis 1.000 Euro,6,30,20,0,0,
1091,3504772251360,männlich,62,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,8,2,0,0,0,0,2,4,Nein,6,15,0,0,0,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,120,0,0,0,
2023,3859318627520,weiblich,47,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,25,0,14,10,10,0,0,5,Nein,6,0,0,0,0,50,20,10,0,Soundqualität,,,3,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,
1041,3697889947760,männlich,34,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,30,0,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,,,3,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
669,3488736731840,weiblich,29,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Ja,Ja,2,0,10,0,10,0,0,3,Nein,4,0,0,0,0,0,0,10,0,Gewohnheit,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,5,50,0,0,0,
594,3373581339440,weiblich,40,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,1,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
1169,3808758819360,männlich,69,allein lebend,nein,,quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,1,0,0,0,0,
1185,3246948331280,weiblich,44,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,14,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,10,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,4.001 Euro bis 4.500 Euro,3,0,0,0,0,
2216,3323562075200,weiblich,48,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,8,0,8,3,0,6,0,2,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,7,0,30,0,70,
956,3913170179200,männlich,43,allein lebend,nein,,quoted,Nein,Nein,20,0,1,0,0,35,0,2,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,2,0,0,0,0,
607,3671096659680,weiblich,55,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,20,1,0,0,1,0,0,2,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,weniger als 500 Euro,5,0,0,0,0,
1102,3806203979920,männlich,65,allein lebend,ja,2,quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Fachhochschulreife,Sonstiges,2.001 Euro bis 2.500 Euro,5,0,0,0,0,
-1,3327959219280,weiblich,24,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,0,20,10,0,0,0,4,Ja,4,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,7,15,0,0,0,
904,3808120555920,weiblich,40,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,100,10,10,5,0,0,0,1,Ja,5,50,0,0,20,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
1295,3563911395440,weiblich,63,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,30,3,0,0,0,3,0,1,Nein,2,0,0,0,0,0,0,0,0,Soundqualität,,,3,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
2198,3263429163840,männlich,32,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,2,2,3,0,0,5,Ja,6,0,0,0,0,12,0,0,0,Soundqualität,,,3,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
1244,3813589035280,männlich,68,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,0,0,0,1,0,0,1,2,Ja,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Bachelor,Selbständige/r,1.501 Euro bis 2.000 Euro,7,0,0,0,0,
520,3811518995840,weiblich,43,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,6,0,3,0,0,0,4,1,Nein,6,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,4.001 Euro bis 4.500 Euro,2,0,0,0,0,
745,3243545891760,männlich,50,in einer festen Partnerschaft zusammenlebend,ja,,not quoted,Nein,Ja,0,2,5,0,0,2,0,1,Ja,4,0,0,0,0,10,0,0,0,Flexibilität,,,3,Abitur,Selbständige/r,2.501 Euro bis 3.000 Euro,7,0,0,0,0,
857,3421415747440,männlich,49,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,8,0,2,0,0,0,0,3,Nein,3,0,0,0,0,0,25,0,0,Mobilität,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,4,0,0,0,0,
872,3504324627440,weiblich,58,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,25,2,0,0,0,0,0,2,Nein,6,0,0,0,0,0,0,0,0,Atmosphäre,,,3,Fachhochschulreife,Hausmann / Hausfrau,1.001 Euro bis 1.500 Euro,4,40,0,0,0,
491,3908327083760,männlich,51,allein lebend,ja,1,quoted,Nein,Nein,3,0,1,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,3.001 Euro bis 3.500 Euro,3,0,0,0,0,
922,3648447619760,weiblich,61,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,7,5,0,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,5,0,0,0,0,
1262,3827586867680,weiblich,67,allein lebend,nein,,quoted,Nein,Ja,2,0,25,5,0,0,4,3,Nein,5,0,0,0,0,0,0,0,0,Atmosphäre,,,3,Hauptschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,6,25,0,0,0,
720,3887390131200,männlich,49,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,70,2,5,0,0,0,0,2,Nein,4,30,0,0,20,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
1468,3808290995440,weiblich,70,allein lebend,ja,1,quoted,Nein,Nein,2,3,0,0,0,0,0,3,Nein,2,15,0,0,0,0,0,0,0,Atmosphäre,,,3,Mittlere Reife / Realschulabschluss,Sonstiges,1.501 Euro bis 2.000 Euro,5,0,0,28,0,
751,3263470379920,männlich,43,allein lebend,nein,,quoted,Nein,Nein,1,0,4,1,0,2,0,3,Ja,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Abitur,Angestellte/r,mehr als 5.000 Euro,3,0,0,0,0,
981,3661920163280,männlich,40,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,0,0,2,0,7,0,1,Ja,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,7,0,160,0,0,
1210,3421701787520,weiblich,60,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,0,14,0,14,0,2,Nein,7,15,0,0,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,Studierende/r,3.001 Euro bis 3.500 Euro,4,0,0,0,0,
593,3423348499600,männlich,25,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,2,5,20,0,0,0,0,4,Ja,6,15,0,0,0,0,0,0,0,Gewohnheit,,,3,Abitur,Studierende/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
1029,3536592131680,männlich,45,allein lebend,nein,,quoted,Nein,Ja,6,0,0,0,0,0,1,4,Nein,7,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Abitur,Selbständige/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
1291,3508438187760,männlich,67,allein lebend,ja,1,quoted,Nein,Nein,14,0,0,0,0,7,0,2,Nein,3,0,0,0,0,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,5,20,0,0,0,
1255,3535410011520,weiblich,48,allein lebend UND in einer festen Partnerschaft,ja,3,not quoted,Nein,Ja,0,15,24,0,0,0,0,1,Nein,7,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,35,0,0,0,
1022,3697667731600,weiblich,67,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,0,7,0,4,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,,,3,Fachhochschulreife,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,4,0,0,0,0,
1502,3248051283600,männlich,57,allein lebend,nein,,not quoted,Ja,Nein,12,4,18,1,0,0,2,4,Ja,6,0,0,0,0,0,0,0,0,Sonstiges,,,3,Abitur,Selbständige/r,501 Euro bis 1.000 Euro,6,0,0,12,0,
455,3579909835840,männlich,55,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,35,0,0,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,3.501 Euro bis 4.000 Euro,4,0,0,0,0,
899,3418760667520,männlich,60,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,10,4,0,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,,,3,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,1,0,15,0,0,
1163,3823038603360,männlich,69,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,20,4,5,0,0,0,0,4,Nein,3,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,3.001 Euro bis 3.500 Euro,6,0,0,0,0,
808,3372774963520,weiblich,55,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,5,0,0,0,0,0,0,4,Ja,7,0,0,0,0,0,0,0,0,Sonstiges,,,3,Master / Diplom / Magister / Staatsexamen,Sonstiges,1.001 Euro bis 1.500 Euro,4,0,0,0,30,
1053,3994850939600,männlich,63,allein lebend,nein,,quoted,Nein,Nein,20,0,0,0,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,3,0,0,0,0,
836,3995156379760,weiblich,64,allein lebend UND in einer festen Partnerschaft,ja,1,quoted,Nein,Nein,3,0,0,0,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,
3222,3322354923200,weiblich,20,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,3,0,0,0,5,25,0,2,Ja,2,0,0,0,0,0,0,10,0,Atmosphäre,,,3,Abitur,Studierende/r,4.501 Euro bis 5.000 Euro,4,0,144,0,0,
2101,3780639643680,weiblich,53,allein lebend,ja,3,quoted,Nein,Nein,4,0,0,0,0,0,0,5,Nein,6,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Hauptschulabschluss,ohne Beschäftigung,weniger als 500 Euro,4,0,0,0,0,
1539,3824700675520,weiblich,50,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Ja,Nein,0,0,5,10,0,10,0,4,Ja,3,0,0,0,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,6,0,0,0,0,
999,3504643811680,männlich,63,allein lebend,ja,4,quoted,Nein,Nein,0,0,0,0,0,15,0,4,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,6,0,0,0,0,
1128,3811349323920,weiblich,34,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,4,2,5,0,7,0,0,1,Nein,5,0,0,0,0,0,0,6,0,Gewohnheit,,,3,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
525,3483132427680,weiblich,45,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,3,0,0,0,0,1,0,1,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,3,75,0,0,0,
883,3264227403200,weiblich,63,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,5,2,1,0,1,15,0,2,Nein,6,25,0,0,0,8,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,
2346,3501015851280,männlich,49,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,50,0,0,0,0,0,0,1,Nein,6,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,2,0,0,0,0,
-1,3914050155840,weiblich,32,allein lebend,nein,,not quoted,Ja,Nein,3,0,6,0,0,0,3,3,Ja,7,30,0,0,0,0,0,0,0,Atmosphäre,,,3,Bachelor,Selbständige/r,weniger als 500 Euro,5,70,0,0,0,
824,3506319619840,männlich,50,allein lebend,nein,,not quoted,Nein,Nein,9,45,0,0,0,0,8,5,Ja,7,120,40,15,80,0,0,0,0,Atmosphäre,,,3,Fachhochschulreife,Angestellte/r,1.501 Euro bis 2.000 Euro,7,35,0,0,0,
1683,3665693587920,weiblich,47,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,20,2,0,5,0,0,0,2,Nein,5,0,0,0,3,0,0,0,0,Atmosphäre,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,4.501 Euro bis 5.000 Euro,4,0,0,0,0,
2024,3583544163280,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,20,0,0,0,0,0,0,2,Nein,3,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Hauptschulabschluss,Angestellte/r,3.501 Euro bis 4.000 Euro,6,0,0,0,0,
2205,3862028651440,männlich,64,in einer festen Partnerschaft zusammenlebend,ja,4,not quoted,Nein,Ja,10,4,2,0,2,0,0,5,Nein,5,40,0,0,50,0,0,10,0,Soundqualität,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,2,120,0,0,0,
1479,3647232371600,männlich,66,allein lebend,ja,3,quoted,Nein,Nein,25,0,0,0,0,0,0,1,Nein,7,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,7,0,0,0,0,
695,3986727331840,weiblich,62,allein lebend,ja,2,not quoted,Nein,Ja,0,0,0,0,0,0,0,1,Nein,6,0,0,0,0,0,0,0,0,Sonstiges,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,
1215,4022231667920,weiblich,62,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Ja,10,1,2,0,0,1,0,1,Nein,5,0,0,0,0,0,15,0,0,Gewohnheit,,,3,Fachhochschulreife,Sonstiges,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
1012,3972651099200,männlich,55,in einer festen Partnerschaft zusammenlebend,ja,5,quoted,Nein,Nein,56,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,3.001 Euro bis 3.500 Euro,3,0,0,0,0,
429,3699434011520,weiblich,51,allein lebend,ja,1,quoted,Nein,Nein,7,0,0,0,0,0,0,4,Nein,5,25,0,0,0,0,0,0,0,Soundqualität,,,3,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,7,0,0,0,0,
1735,3344615395920,weiblich,55,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,0,0,0,0,0,0,0,1,Nein,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,kein Abschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,7,0,0,0,0,
709,3294022435520,männlich,50,allein lebend,nein,,quoted,Nein,Nein,15,2,0,0,0,5,0,4,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,4,0,0,0,0,
1216,3241394147360,weiblich,63,allein lebend,ja,2,not quoted,Nein,Nein,8,3,0,0,0,0,0,1,Nein,7,0,0,0,0,0,0,0,0,Soundqualität,,,3,Fachhochschulreife,Hausmann / Hausfrau,weniger als 500 Euro,4,0,0,0,0,
448,4017546819280,weiblich,19,allein lebend,nein,,quoted,Nein,Ja,1,0,0,0,7,0,3,1,Ja,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Abitur,Sonstiges,weniger als 500 Euro,2,0,0,0,0,
1017,3663383491680,weiblich,60,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,2,0,0,5,0,0,0,4,Ja,2,0,0,0,0,0,0,0,0,Sonstiges,,,3,Hauptschulabschluss,Selbständige/r,501 Euro bis 1.000 Euro,2,0,0,0,0,
1904,3936374331280,männlich,44,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,0,0,10,0,0,0,0,2,Ja,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,4.001 Euro bis 4.500 Euro,3,0,0,0,0,
1044,3741676251520,männlich,38,allein lebend,nein,,quoted,Nein,Nein,0,0,75,0,0,0,0,4,Ja,6,0,0,0,0,50,0,0,0,Gewohnheit,,,3,Hauptschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,4,0,0,0,0,
1711,3893526139760,männlich,59,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,10,0,0,0,0,0,0,3,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
1088,3245363035280,weiblich,58,allein lebend,ja,1,quoted,Nein,Nein,14,14,0,0,0,0,3,1,Nein,5,15,5,10,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,weniger als 500 Euro,5,0,15,0,0,
456,3403302851840,männlich,25,allein lebend,nein,,quoted,Nein,Ja,1,0,0,0,0,1,0,5,Nein,7,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Abitur,Studierende/r,4.001 Euro bis 4.500 Euro,5,0,0,0,0,
853,3937567755360,männlich,44,allein lebend UND in einer festen Partnerschaft,ja,1,quoted,Nein,Nein,60,1,0,0,0,8,0,2,Nein,4,0,0,0,0,0,0,0,0,Soundqualität,,,3,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,
1701,3349791371200,weiblich,51,allein lebend,nein,,quoted,Nein,Nein,54,0,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,3,0,0,0,0,
876,3651173819840,weiblich,23,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,5,0,0,5,0,0,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Abitur,Angestellte/r,weniger als 500 Euro,4,0,0,0,0,
1046,3375644139200,weiblich,62,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Ja,2,0,0,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Flexibilität,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,3.001 Euro bis 3.500 Euro,5,0,0,0,0,
361,3376649315440,weiblich,23,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Ja,Ja,1,1,1,0,0,1,2,5,Ja,4,20,0,0,0,0,0,0,0,Soundqualität,,,3,Mittlere Reife / Realschulabschluss,Auszubildende/r,501 Euro bis 1.000 Euro,4,0,0,0,0,
878,3351280555600,männlich,35,allein lebend,nein,,quoted,Nein,Nein,1,0,5,0,0,0,0,1,Nein,6,0,0,0,0,0,0,0,0,Mobilität,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,6,0,0,0,0,
827,3591721139440,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,10,4,4,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Master / Diplom / Magister / Staatsexamen,Selbständige/r,2.501 Euro bis 3.000 Euro,6,60,0,40,0,
947,3503751771600,männlich,43,allein lebend,nein,,quoted,Nein,Nein,15,1,0,0,0,2,0,4,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
855,3244524379760,männlich,32,allein lebend,nein,,quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Abitur,Angestellte/r,501 Euro bis 1.000 Euro,1,0,0,0,0,
478,3501932971680,weiblich,41,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,0,0,0,0,2,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Sonstiges,2.501 Euro bis 3.000 Euro,3,0,0,0,0,
1304,3564873699200,männlich,35,allein lebend,nein,,not quoted,Nein,Nein,18,0,0,0,2,2,0,2,Ja,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
1755,3424319747920,männlich,51,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,35,1,3,0,0,5,2,1,Ja,4,60,0,30,0,0,0,10,0,Gewohnheit,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,7,100,0,0,0,
3161,3425058995200,männlich,30,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Nein,2,2,0,0,2,1,0,4,Ja,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,3,Master / Diplom / Magister / Staatsexamen,Sonstiges,4.001 Euro bis 4.500 Euro,6,0,0,0,0,
1142,3809952219200,männlich,42,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,65,2,15,0,12,40,0,1,Nein,5,0,0,0,0,0,0,9,0,Gewohnheit,,,3,Fachhochschulreife,Angestellte/r,4.501 Euro bis 5.000 Euro,6,110,0,0,0,
712,3667569755840,weiblich,52,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,0,0,3,0,4,0,0,1,Nein,2,0,0,0,0,0,0,10,0,Flexibilität,,,3,Master / Diplom / Magister / Staatsexamen,Angestellte/r,mehr als 5.000 Euro,5,0,0,0,0,
1083,3824220699280,weiblich,57,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,10,2,0,0,0,0,0,3,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,,,3,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
